order_line_id,order_code,product_code,quantity,unit_price,discount_percent,discount_amount,line_total
111,DH000055,SKU-TSU-1072,1,352000.0,0.0,0.0,352000.0
112,DH000055,SKU-THE-1076,2,352000.0,0.0,0.0,704000.0
113,DH000056,SKU-TEE-1112,1,339000.0,0.0,0.0,339000.0
114,DH000056,SKU-TEE-1003,1,244000.0,0.0,0.0,244000.0
115,DH000056,SKU-COO-1021,2,112000.0,0.0,0.0,224000.0
116,DH000057,SKU-DIR-1108,2,400000.0,0.0,0.0,800000.0
117,DH000057,SKU-SWE-1070,2,718000.0,0.0,0.0,1436000.0
118,DH000057,SKU-COO-1056,1,275000.0,0.0,0.0,275000.0
119,DH000058,SKU-SWE-1011,2,375000.0,0.0,0.0,750000.0
120,DH000058,SKU-COO-1037,2,132000.0,0.0,0.0,264000.0
121,DH000058,SKU-DKM-1045,1,524000.0,0.0,0.0,524000.0
122,DH000059,SKU-TEE-1031,2,290000.0,0.0,0.0,580000.0
123,DH000060,SKU-NOW-1099,1,356000.0,0.0,0.0,356000.0
124,DH000060,SKU-NOW-1085,2,210000.0,0.0,0.0,420000.0
125,DH000060,SKU-SWE-1024,2,753000.0,0.0,0.0,1506000.0
126,DH000061,SKU-NOW-1081,2,420000.0,0.0,0.0,840000.0
127,DH000061,SKU-NOW-1085,2,210000.0,0.0,0.0,420000.0
128,DH000061,SKU-DIR-1060,2,655000.0,0.0,0.0,1310000.0
129,DH000062,SKU-BAD-1064,1,515000.0,0.0,0.0,515000.0
130,DH000062,SKU-TSU-1092,1,708000.0,0.0,0.0,708000.0
131,DH000062,SKU-DIR-1109,2,341000.0,0.0,0.0,682000.0
132,DH000063,SKU-TEE-1005,2,133000.0,0.0,0.0,266000.0
133,DH000063,SKU-DKM-1102,1,454000.0,0.0,0.0,454000.0
134,DH000063,SKU-COO-1083,2,284000.0,0.0,0.0,568000.0
135,DH000064,SKU-DIR-1007,2,631000.0,0.0,0.0,1262000.0
136,DH000064,SKU-BAD-1090,1,475000.0,0.0,0.0,475000.0
137,DH000065,SKU-NOW-1094,2,308000.0,0.0,0.0,616000.0
138,DH000065,SKU-DKM-1080,2,498000.0,0.0,0.0,996000.0
139,DH000066,SKU-TEE-1036,1,296000.0,0.0,0.0,296000.0
140,DH000067,SKU-DIR-1120,2,510000.0,0.0,0.0,1020000.0
141,DH000068,SKU-SWE-1046,2,566000.0,0.0,0.0,1132000.0
142,DH000069,SKU-BAD-1069,2,415000.0,0.0,0.0,830000.0
143,DH000069,SKU-DIR-1095,2,388000.0,0.0,0.0,776000.0
144,DH000069,SKU-BAD-1074,1,487000.0,0.0,0.0,487000.0
145,DH000070,SKU-NOW-1052,2,425000.0,0.0,0.0,850000.0
146,DH000070,SKU-TEE-1022,1,252000.0,0.0,0.0,252000.0
147,DH000071,SKU-DIR-1120,2,510000.0,0.0,0.0,1020000.0
148,DH000071,SKU-TEE-1062,2,326000.0,0.0,0.0,652000.0
149,DH000071,SKU-BAD-1023,1,751000.0,0.0,0.0,751000.0
150,DH000072,SKU-THE-1029,2,475000.0,0.0,0.0,950000.0
151,DH000072,SKU-DIR-1044,1,443000.0,0.0,0.0,443000.0
152,DH000072,SKU-THE-1068,1,496000.0,0.0,0.0,496000.0
153,DH000073,SKU-DIR-1047,2,320000.0,0.0,0.0,640000.0
154,DH000073,SKU-DIR-1004,2,419000.0,0.0,0.0,838000.0
155,DH000074,SKU-SWE-1042,2,535000.0,0.0,0.0,1070000.0
156,DH000074,SKU-BAD-1097,2,438000.0,0.0,0.0,876000.0
157,DH000074,SKU-THE-1063,1,472000.0,0.0,0.0,472000.0
158,DH000075,SKU-TEE-1115,1,227000.0,0.0,0.0,227000.0
159,DH000075,SKU-TEE-1066,1,230000.0,0.0,0.0,230000.0
160,DH000075,SKU-DIR-1106,2,353000.0,0.0,0.0,706000.0
161,DH000076,SKU-TSU-1067,2,608000.0,0.0,0.0,1216000.0
162,DH000077,SKU-DIR-1108,2,400000.0,0.0,0.0,800000.0
163,DH000078,SKU-DKM-1038,1,228000.0,0.0,0.0,228000.0
164,DH000078,SKU-TEE-1059,2,177000.0,0.0,0.0,354000.0
165,DH000079,SKU-BAD-1023,1,751000.0,0.0,0.0,751000.0
166,DH000079,SKU-DIR-1047,2,320000.0,0.0,0.0,640000.0
167,DH000079,SKU-DKM-1080,2,498000.0,0.0,0.0,996000.0
168,DH000080,SKU-DIR-1109,1,341000.0,0.0,0.0,341000.0
169,DH000080,SKU-COO-1041,1,371000.0,0.0,0.0,371000.0
170,DH000081,SKU-BAD-1111,1,611000.0,0.0,0.0,611000.0
171,DH000081,SKU-COO-1083,2,284000.0,0.0,0.0,568000.0
172,DH000081,SKU-SWE-1103,1,683000.0,0.0,0.0,683000.0
173,DH000082,SKU-NOW-1050,1,245000.0,0.0,0.0,245000.0
174,DH000082,SKU-COO-1079,2,368000.0,0.0,0.0,736000.0
175,DH000083,SKU-BAD-1001,2,447000.0,0.0,0.0,894000.0
176,DH000083,SKU-DIR-1035,1,555000.0,0.0,0.0,555000.0
177,DH000084,SKU-COO-1021,1,112000.0,0.0,0.0,112000.0
178,DH000084,SKU-SWE-1114,2,615000.0,0.0,0.0,1230000.0
179,DH000085,SKU-SWE-1042,2,535000.0,0.0,0.0,1070000.0
180,DH000086,SKU-BAD-1111,1,611000.0,0.0,0.0,611000.0
181,DH000086,SKU-TEE-1022,2,252000.0,0.0,0.0,504000.0
182,DH000087,SKU-NOW-1081,2,420000.0,0.0,0.0,840000.0
183,DH000087,SKU-DIR-1044,2,443000.0,0.0,0.0,886000.0
184,DH000087,SKU-NOW-1094,2,308000.0,0.0,0.0,616000.0
185,DH000088,SKU-COO-1079,1,368000.0,0.0,0.0,368000.0
186,DH000088,SKU-DIR-1117,1,397000.0,0.0,0.0,397000.0
187,DH000089,SKU-DIR-1113,1,595000.0,0.0,0.0,595000.0
188,DH000090,SKU-DIR-1082,1,382000.0,0.0,0.0,382000.0
189,DH000090,SKU-TSU-1030,1,306000.0,0.0,0.0,306000.0
190,DH000091,SKU-TEE-1112,1,339000.0,0.0,0.0,339000.0
191,DH000091,SKU-COO-1041,1,371000.0,0.0,0.0,371000.0
192,DH000092,SKU-TSU-1067,1,608000.0,0.0,0.0,608000.0
193,DH000093,SKU-THE-1013,2,387000.0,0.0,0.0,774000.0
194,DH000093,SKU-COO-1037,2,132000.0,0.0,0.0,264000.0
195,DH000093,SKU-TEE-1039,2,301000.0,0.0,0.0,602000.0
196,DH000094,SKU-BAD-1064,1,515000.0,0.0,0.0,515000.0
197,DH000095,SKU-DKM-1038,1,228000.0,0.0,0.0,228000.0
198,DH000095,SKU-COO-1083,1,284000.0,0.0,0.0,284000.0
199,DH000095,SKU-THE-1053,1,675000.0,0.0,0.0,675000.0
200,DH000096,SKU-COO-1037,1,132000.0,0.0,0.0,132000.0
201,DH000096,SKU-TEE-1027,1,339000.0,0.0,0.0,339000.0
202,DH000097,SKU-BAD-1018,1,494000.0,0.0,0.0,494000.0
203,DH000097,SKU-NOW-1025,1,438000.0,0.0,0.0,438000.0
204,DH000097,SKU-DIR-1108,1,400000.0,0.0,0.0,400000.0
205,DH000098,SKU-TEE-1040,1,172000.0,0.0,0.0,172000.0
206,DH000098,SKU-DKM-1080,2,498000.0,0.0,0.0,996000.0
207,DH000098,SKU-NOW-1012,1,355000.0,0.0,0.0,355000.0
208,DH000099,SKU-THE-1063,1,472000.0,0.0,0.0,472000.0
209,DH000099,SKU-COO-1021,2,112000.0,0.0,0.0,224000.0
210,DH000100,SKU-NOW-1052,1,425000.0,0.0,0.0,425000.0
211,DH000100,SKU-TSU-1067,2,608000.0,0.0,0.0,1216000.0
212,DH000101,SKU-DIR-1060,2,655000.0,0.0,0.0,1310000.0
213,DH000101,SKU-SWE-1042,2,535000.0,0.0,0.0,1070000.0
214,DH000102,SKU-TEE-1049,1,226000.0,0.0,0.0,226000.0
215,DH000103,SKU-NOW-1012,2,355000.0,0.0,0.0,710000.0
216,DH000103,SKU-TEE-1066,2,230000.0,0.0,0.0,460000.0
217,DH000103,SKU-BAD-1105,1,403000.0,0.0,0.0,403000.0
218,DH000104,SKU-BAD-1057,2,664000.0,0.0,0.0,1328000.0
219,DH000104,SKU-TEE-1016,1,220000.0,0.0,0.0,220000.0
220,DH000104,SKU-COO-1083,1,284000.0,0.0,0.0,284000.0
221,DH000105,SKU-SWE-1101,1,757000.0,0.0,0.0,757000.0
222,DH000105,SKU-TSU-1092,1,708000.0,0.0,0.0,708000.0
223,DH000106,SKU-BAD-1074,1,487000.0,0.0,0.0,487000.0
224,DH000107,SKU-NOW-1085,1,210000.0,0.0,0.0,210000.0
225,DH000107,SKU-TSU-1110,2,633000.0,0.0,0.0,1266000.0
226,DH000108,SKU-TEE-1115,1,227000.0,0.0,0.0,227000.0
227,DH000109,SKU-TSU-1110,1,633000.0,0.0,0.0,633000.0
228,DH000109,SKU-TEE-1115,2,227000.0,0.0,0.0,454000.0
229,DH000109,SKU-SWE-1070,2,718000.0,0.0,0.0,1436000.0
230,DH000110,SKU-COO-1083,2,284000.0,0.0,0.0,568000.0
231,DH000110,SKU-DIR-1060,1,655000.0,0.0,0.0,655000.0
232,DH000110,SKU-DIR-1095,1,388000.0,0.0,0.0,388000.0
233,DH000111,SKU-DKM-1043,2,592000.0,0.0,0.0,1184000.0
234,DH000111,SKU-TSU-1034,2,385000.0,0.0,0.0,770000.0
235,DH000111,SKU-BAD-1111,1,611000.0,0.0,0.0,611000.0
236,DH000112,SKU-SWE-1024,1,753000.0,0.0,0.0,753000.0
237,DH000113,SKU-TEE-1032,2,278000.0,0.0,0.0,556000.0
238,DH000113,SKU-COO-1086,2,365000.0,0.0,0.0,730000.0
239,DH000114,SKU-THE-1075,1,503000.0,0.0,0.0,503000.0
240,DH000115,SKU-DKM-1102,2,454000.0,0.0,0.0,908000.0
241,DH000116,SKU-NOW-1025,1,438000.0,0.0,0.0,438000.0
242,DH000116,SKU-BAD-1023,2,751000.0,0.0,0.0,1502000.0
243,DH000116,SKU-TEE-1005,2,133000.0,0.0,0.0,266000.0
244,DH000117,SKU-DIR-1065,2,426000.0,0.0,0.0,852000.0
245,DH000117,SKU-BAD-1111,2,611000.0,0.0,0.0,1222000.0
246,DH000117,SKU-NOW-1073,1,216000.0,0.0,0.0,216000.0
247,DH000118,SKU-TEE-1031,2,290000.0,0.0,0.0,580000.0
248,DH000119,SKU-TEE-1003,2,244000.0,0.0,0.0,488000.0
249,DH000120,SKU-SWE-1011,2,375000.0,0.0,0.0,750000.0
250,DH000120,SKU-BAD-1105,1,403000.0,0.0,0.0,403000.0
251,DH000120,SKU-BAD-1074,2,487000.0,0.0,0.0,974000.0
252,DH000121,SKU-TEE-1112,1,339000.0,0.0,0.0,339000.0
253,DH000122,SKU-THE-1076,1,352000.0,0.0,0.0,352000.0
254,DH000122,SKU-TSU-1096,1,405000.0,0.0,0.0,405000.0
255,DH000122,SKU-DKM-1045,2,524000.0,0.0,0.0,1048000.0
256,DH000123,SKU-COO-1079,1,368000.0,0.0,0.0,368000.0
257,DH000124,SKU-TEE-1027,2,339000.0,0.0,0.0,678000.0
258,DH000125,SKU-DIR-1007,1,631000.0,0.0,0.0,631000.0
259,DH000125,SKU-DIR-1082,1,382000.0,0.0,0.0,382000.0
260,DH000126,SKU-DIR-1119,2,693000.0,0.0,0.0,1386000.0
261,DH000126,SKU-BAD-1090,2,475000.0,0.0,0.0,950000.0
262,DH000126,SKU-TEE-1059,1,177000.0,0.0,0.0,177000.0
263,DH000127,SKU-TSU-1015,2,292000.0,0.0,0.0,584000.0
264,DH000128,SKU-TEE-1016,1,220000.0,0.0,0.0,220000.0
265,DH000129,SKU-TSU-1096,2,405000.0,0.0,0.0,810000.0
266,DH000129,SKU-DIR-1119,1,693000.0,0.0,0.0,693000.0
267,DH000129,SKU-THE-1068,1,496000.0,0.0,0.0,496000.0
268,DH000130,SKU-DKM-1038,1,228000.0,0.0,0.0,228000.0
269,DH000131,SKU-SWE-1002,2,401000.0,0.0,0.0,802000.0
270,DH000131,SKU-NOW-1085,2,210000.0,0.0,0.0,420000.0
271,DH000131,SKU-BAD-1023,1,751000.0,0.0,0.0,751000.0
272,DH000132,SKU-THE-1013,1,387000.0,0.0,0.0,387000.0
273,DH000133,SKU-THE-1068,2,496000.0,0.0,0.0,992000.0
274,DH000133,SKU-BAD-1018,1,494000.0,0.0,0.0,494000.0
275,DH000133,SKU-DIR-1119,2,693000.0,0.0,0.0,1386000.0
276,DH000134,SKU-COO-1017,1,85000.0,0.0,0.0,85000.0
277,DH000134,SKU-TEE-1003,2,244000.0,0.0,0.0,488000.0
278,DH000135,SKU-DIR-1095,1,388000.0,0.0,0.0,388000.0
279,DH000135,SKU-DKM-1084,2,625000.0,0.0,0.0,1250000.0
280,DH000135,SKU-BAD-1001,1,447000.0,0.0,0.0,447000.0
281,DH000136,SKU-TSU-1030,2,306000.0,0.0,0.0,612000.0
282,DH000137,SKU-DIR-1120,2,510000.0,0.0,0.0,1020000.0
283,DH000137,SKU-SWE-1046,2,566000.0,0.0,0.0,1132000.0
284,DH000138,SKU-DIR-1109,1,341000.0,0.0,0.0,341000.0
285,DH000139,SKU-SWE-1019,2,423000.0,0.0,0.0,846000.0
286,DH000140,SKU-COO-1021,2,112000.0,0.0,0.0,224000.0
287,DH000140,SKU-TEE-1062,2,326000.0,0.0,0.0,652000.0
288,DH000140,SKU-TSU-1030,1,306000.0,0.0,0.0,306000.0
289,DH000141,SKU-DIR-1093,2,544000.0,0.0,0.0,1088000.0
290,DH000141,SKU-SWE-1011,2,375000.0,0.0,0.0,750000.0
291,DH000142,SKU-COO-1017,2,85000.0,0.0,0.0,170000.0
292,DH000143,SKU-COO-1041,1,371000.0,0.0,0.0,371000.0
293,DH000143,SKU-TSU-1034,1,385000.0,0.0,0.0,385000.0
294,DH000144,SKU-TEE-1032,1,278000.0,0.0,0.0,278000.0
295,DH000145,SKU-BAD-1064,2,515000.0,0.0,0.0,1030000.0
296,DH000145,SKU-NOW-1073,2,216000.0,0.0,0.0,432000.0
297,DH000146,SKU-BAD-1057,2,664000.0,0.0,0.0,1328000.0
298,DH000146,SKU-THE-1076,2,352000.0,0.0,0.0,704000.0
299,DH000147,SKU-COO-1033,2,281000.0,0.0,0.0,562000.0
300,DH000148,SKU-COO-1056,1,275000.0,0.0,0.0,275000.0
301,DH000148,SKU-BAD-1001,1,447000.0,0.0,0.0,447000.0
302,DH000149,SKU-TEE-1016,1,220000.0,0.0,0.0,220000.0
303,DH000149,SKU-TEE-1005,2,133000.0,0.0,0.0,266000.0
304,DH000149,SKU-TEE-1027,1,339000.0,0.0,0.0,339000.0
305,DH000150,SKU-THE-1063,1,472000.0,0.0,0.0,472000.0
306,DH000151,SKU-THE-1013,2,387000.0,0.0,0.0,774000.0
307,DH000151,SKU-DIR-1104,2,605000.0,0.0,0.0,1210000.0
308,DH000151,SKU-NOW-1094,1,308000.0,0.0,0.0,308000.0
309,DH000152,SKU-DKM-1091,2,657000.0,0.0,0.0,1314000.0
310,DH000152,SKU-DIR-1008,1,432000.0,0.0,0.0,432000.0
311,DH000153,SKU-DIR-1014,1,715000.0,0.0,0.0,715000.0
312,DH000153,SKU-TEE-1032,2,278000.0,0.0,0.0,556000.0
313,DH000154,SKU-DIR-1047,2,320000.0,0.0,0.0,640000.0
314,DH000154,SKU-THE-1068,2,496000.0,0.0,0.0,992000.0
315,DH000155,SKU-TSU-1015,1,292000.0,0.0,0.0,292000.0
316,DH000156,SKU-DKM-1045,2,524000.0,0.0,0.0,1048000.0
317,DH000157,SKU-COO-1033,1,281000.0,0.0,0.0,281000.0
318,DH000157,SKU-BAD-1064,1,515000.0,0.0,0.0,515000.0
319,DH000157,SKU-DIR-1004,1,419000.0,0.0,0.0,419000.0
320,DH000158,SKU-NOW-1052,2,425000.0,0.0,0.0,850000.0
321,DH000158,SKU-COO-1021,2,112000.0,0.0,0.0,224000.0
322,DH000158,SKU-DIR-1106,2,353000.0,0.0,0.0,706000.0
323,DH000159,SKU-SWE-1046,1,566000.0,0.0,0.0,566000.0
324,DH000160,SKU-TSU-1110,1,633000.0,0.0,0.0,633000.0
325,DH000160,SKU-DKM-1061,1,205000.0,0.0,0.0,205000.0
326,DH000160,SKU-TEE-1003,2,244000.0,0.0,0.0,488000.0
327,DH000161,SKU-DKM-1043,1,592000.0,0.0,0.0,592000.0
328,DH000161,SKU-NOW-1081,1,420000.0,0.0,0.0,420000.0
329,DH000162,SKU-DIR-1060,2,655000.0,0.0,0.0,1310000.0
330,DH000162,SKU-TEE-1016,1,220000.0,0.0,0.0,220000.0
331,DH000162,SKU-DIR-1117,1,397000.0,0.0,0.0,397000.0
332,DH000163,SKU-NOW-1099,2,356000.0,0.0,0.0,712000.0
333,DH000163,SKU-TSU-1071,1,610000.0,0.0,0.0,610000.0
334,DH000163,SKU-NOW-1009,2,277000.0,0.0,0.0,554000.0
335,DH000164,SKU-SWE-1101,1,757000.0,0.0,0.0,757000.0
336,DH000164,SKU-BAD-1023,2,751000.0,0.0,0.0,1502000.0
337,DH000165,SKU-TEE-1039,2,301000.0,0.0,0.0,602000.0
338,DH000165,SKU-COO-1083,2,284000.0,0.0,0.0,568000.0
339,DH000165,SKU-TEE-1107,2,179000.0,0.0,0.0,358000.0
340,DH000166,SKU-DIR-1060,2,655000.0,0.0,0.0,1310000.0
341,DH000167,SKU-THE-1053,2,675000.0,0.0,0.0,1350000.0
342,DH000168,SKU-DIR-1007,2,631000.0,0.0,0.0,1262000.0
343,DH000168,SKU-THE-1063,2,472000.0,0.0,0.0,944000.0
344,DH000169,SKU-COO-1056,1,275000.0,0.0,0.0,275000.0
345,DH000169,SKU-SWE-1024,2,753000.0,0.0,0.0,1506000.0
346,DH000170,SKU-BAD-1058,1,430000.0,0.0,0.0,430000.0
347,DH000170,SKU-DIR-1104,2,605000.0,0.0,0.0,1210000.0
348,DH000170,SKU-SWE-1002,1,401000.0,0.0,0.0,401000.0
349,DH000171,SKU-DIR-1060,1,655000.0,0.0,0.0,655000.0
350,DH000172,SKU-NOW-1012,2,355000.0,0.0,0.0,710000.0
351,DH000173,SKU-SWE-1103,2,683000.0,0.0,0.0,1366000.0
352,DH000173,SKU-NOW-1085,1,210000.0,0.0,0.0,210000.0
353,DH000173,SKU-NOW-1081,1,420000.0,0.0,0.0,420000.0
354,DH000174,SKU-TEE-1115,1,227000.0,0.0,0.0,227000.0
355,DH000175,SKU-TEE-1066,1,230000.0,0.0,0.0,230000.0
356,DH000175,SKU-DIR-1004,2,419000.0,0.0,0.0,838000.0
357,DH000175,SKU-BAD-1105,2,403000.0,0.0,0.0,806000.0
358,DH000176,SKU-BAD-1058,2,430000.0,0.0,0.0,860000.0
359,DH000177,SKU-BAD-1057,2,664000.0,0.0,0.0,1328000.0
360,DH000177,SKU-DIR-1065,1,426000.0,0.0,0.0,426000.0
361,DH000177,SKU-TSU-1048,1,485000.0,0.0,0.0,485000.0
362,DH000178,SKU-DKM-1061,2,205000.0,0.0,0.0,410000.0
363,DH000178,SKU-COO-1041,1,371000.0,0.0,0.0,371000.0
364,DH000179,SKU-SWE-1077,1,418000.0,0.0,0.0,418000.0
365,DH000179,SKU-NOW-1052,1,425000.0,0.0,0.0,425000.0
366,DH000180,SKU-BAD-1105,1,403000.0,0.0,0.0,403000.0
