invoice_line_id,invoice_code,product_code,quantity,unit_price,line_discount_percent,line_discount_amount,line_total
134,HDIP000074,SKU-TEE-1059,1,177000.0,10.0,18000.0,159000.0
135,HDIP000075,SKU-BAD-1058,1,430000.0,0.0,0.0,430000.0
136,HDIP000075,SKU-COO-1041,2,371000.0,0.0,0.0,742000.0
137,HDIP000076,SKU-DIR-1095,1,388000.0,0.0,0.0,388000.0
138,HDIP000076,SKU-TEE-1032,1,278000.0,5.0,14000.0,264000.0
139,HDIP000076,SKU-TSU-1067,1,608000.0,5.0,30000.0,578000.0
140,HDIP000076,SKU-BAD-1023,1,751000.0,0.0,0.0,751000.0
141,HDIP000077,SKU-SWE-1114,1,615000.0,5.0,31000.0,584000.0
142,HDIP000077,SKU-NOW-1026,1,240000.0,15.0,36000.0,204000.0
143,HDIP000078,SKU-SWE-1103,1,683000.0,0.0,0.0,683000.0
144,HDIP000078,SKU-TEE-1112,1,339000.0,5.0,17000.0,322000.0
145,HDIP000079,SKU-COO-1079,1,368000.0,0.0,0.0,368000.0
146,HDIP000079,SKU-TEE-1051,1,201000.0,5.0,10000.0,191000.0
147,HDIP000080,SKU-THE-1076,1,352000.0,0.0,0.0,352000.0
148,HDIP000080,SKU-SWE-1011,1,375000.0,0.0,0.0,375000.0
149,HDIP000080,SKU-BAD-1087,1,731000.0,0.0,0.0,731000.0
150,HDIP000080,SKU-BAD-1018,1,494000.0,5.0,25000.0,469000.0
151,HDIP000081,SKU-DIR-1082,1,382000.0,15.0,57000.0,325000.0
152,HDIP000082,SKU-COO-1041,2,371000.0,10.0,74000.0,668000.0
153,HDIP000083,SKU-NOW-1050,3,245000.0,10.0,74000.0,661000.0
154,HDIP000084,SKU-DIR-1108,1,400000.0,0.0,0.0,400000.0
155,HDIP000085,SKU-THE-1029,1,475000.0,0.0,0.0,475000.0
156,HDIP000086,SKU-DIR-1035,1,555000.0,0.0,0.0,555000.0
157,HDIP000086,SKU-NOW-1100,1,229000.0,0.0,0.0,229000.0
158,HDIP000087,SKU-DKM-1084,1,625000.0,0.0,0.0,625000.0
159,HDIP000087,SKU-BAD-1097,1,438000.0,0.0,0.0,438000.0
160,HDIP000088,SKU-DIR-1095,1,388000.0,0.0,0.0,388000.0
161,HDIP000089,SKU-BAD-1105,1,403000.0,0.0,0.0,403000.0
162,HDIP000089,SKU-TEE-1027,1,339000.0,10.0,34000.0,305000.0
163,HDIP000089,SKU-DIR-1104,1,605000.0,0.0,0.0,605000.0
164,HDIP000090,SKU-BAD-1097,1,438000.0,0.0,0.0,438000.0
165,HDIP000091,SKU-TSU-1092,1,708000.0,0.0,0.0,708000.0
166,HDIP000092,SKU-TEE-1049,1,226000.0,0.0,0.0,226000.0
167,HDIP000092,SKU-BAD-1058,1,430000.0,15.0,64000.0,366000.0
168,HDIP000093,SKU-SWE-1042,1,535000.0,15.0,80000.0,455000.0
169,HDIP000093,SKU-THE-1075,1,503000.0,5.0,25000.0,478000.0
170,HDIP000093,SKU-BAD-1001,1,447000.0,15.0,67000.0,380000.0
171,HDIP000093,SKU-TEE-1112,1,339000.0,0.0,0.0,339000.0
172,HDIP000094,SKU-SWE-1042,1,535000.0,10.0,54000.0,481000.0
173,HDIP000094,SKU-TEE-1107,1,179000.0,10.0,18000.0,161000.0
174,HDIP000095,SKU-NOW-1081,1,420000.0,5.0,21000.0,399000.0
175,HDIP000096,SKU-BAD-1055,3,472000.0,0.0,0.0,1416000.0
176,HDIP000096,SKU-NOW-1026,2,240000.0,0.0,0.0,480000.0
177,HDIP000097,SKU-TSU-1048,1,485000.0,15.0,73000.0,412000.0
178,HDIP000098,SKU-BAD-1097,1,438000.0,0.0,0.0,438000.0
179,HDIP000098,SKU-TSU-1030,1,306000.0,0.0,0.0,306000.0
180,HDIP000099,SKU-BAD-1057,1,664000.0,0.0,0.0,664000.0
181,HDIP000099,SKU-SWE-1002,2,401000.0,5.0,40000.0,762000.0
182,HDIP000100,SKU-DIR-1104,1,605000.0,0.0,0.0,605000.0
183,HDIP000101,SKU-BAD-1087,1,731000.0,10.0,73000.0,658000.0
184,HDIP000101,SKU-SWE-1019,1,423000.0,15.0,63000.0,360000.0
185,HDIP000102,SKU-COO-1079,1,368000.0,0.0,0.0,368000.0
186,HDIP000102,SKU-TEE-1088,1,274000.0,0.0,0.0,274000.0
187,HDIP000102,SKU-BAD-1057,1,664000.0,5.0,33000.0,631000.0
188,HDIP000102,SKU-BAD-1111,1,611000.0,5.0,31000.0,580000.0
189,HDIP000103,SKU-SWE-1077,1,418000.0,10.0,42000.0,376000.0
190,HDIP000104,SKU-NOW-1078,1,415000.0,15.0,62000.0,353000.0
191,HDIP000105,SKU-TSU-1015,1,292000.0,10.0,29000.0,263000.0
192,HDIP000105,SKU-TEE-1031,1,290000.0,0.0,0.0,290000.0
193,HDIP000106,SKU-TEE-1088,1,274000.0,5.0,14000.0,260000.0
194,HDIP000107,SKU-DIR-1006,2,416000.0,5.0,42000.0,790000.0
195,HDIP000108,SKU-NOW-1052,1,425000.0,10.0,42000.0,383000.0
196,HDIP000109,SKU-TEE-1066,2,230000.0,0.0,0.0,460000.0
197,HDIP000110,SKU-COO-1056,1,275000.0,0.0,0.0,275000.0
198,HDIP000111,SKU-NOW-1078,1,415000.0,15.0,62000.0,353000.0
199,HDIP000111,SKU-DIR-1008,1,432000.0,0.0,0.0,432000.0
200,HDIP000112,SKU-DKM-1045,1,524000.0,15.0,79000.0,445000.0
201,HDIP000113,SKU-TEE-1016,2,220000.0,0.0,0.0,440000.0
202,HDIP000113,SKU-NOW-1099,2,356000.0,0.0,0.0,712000.0
203,HDIP000114,SKU-TEE-1066,1,230000.0,10.0,23000.0,207000.0
204,HDIP000114,SKU-DIR-1047,1,320000.0,0.0,0.0,320000.0
205,HDIP000115,SKU-TEE-1066,1,230000.0,0.0,0.0,230000.0
206,HDIP000116,SKU-BAD-1023,1,751000.0,15.0,113000.0,638000.0
207,HDIP000116,SKU-DIR-1120,1,510000.0,5.0,26000.0,484000.0
208,HDIP000116,SKU-TSU-1110,1,633000.0,0.0,0.0,633000.0
209,HDIP000116,SKU-TEE-1005,1,133000.0,15.0,20000.0,113000.0
210,HDIP000117,SKU-BAD-1087,2,731000.0,0.0,0.0,1462000.0
211,HDIP000118,SKU-BAD-1111,2,611000.0,0.0,0.0,1222000.0
212,HDIP000118,SKU-COO-1037,1,132000.0,5.0,7000.0,125000.0
213,HDIP000118,SKU-NOW-1100,1,229000.0,0.0,0.0,229000.0
214,HDIP000119,SKU-THE-1076,3,352000.0,0.0,0.0,1056000.0
215,HDIP000119,SKU-BAD-1064,1,515000.0,10.0,52000.0,463000.0
216,HDIP000120,SKU-DKM-1045,1,524000.0,15.0,79000.0,445000.0
217,HDIP000121,SKU-NOW-1094,1,308000.0,0.0,0.0,308000.0
218,HDIP000121,SKU-TEE-1040,1,172000.0,0.0,0.0,172000.0
219,HDIP000121,SKU-DIR-1014,3,715000.0,0.0,0.0,2145000.0
220,HDIP000122,SKU-TSU-1048,3,485000.0,0.0,0.0,1455000.0
221,HDIP000122,SKU-TEE-1059,1,177000.0,10.0,18000.0,159000.0
222,HDIP000123,SKU-DIR-1008,1,432000.0,0.0,0.0,432000.0
223,HDIP000123,SKU-COO-1056,1,275000.0,0.0,0.0,275000.0
224,HDIP000124,SKU-TSU-1030,2,306000.0,0.0,0.0,612000.0
225,HDIP000124,SKU-TEE-1010,1,240000.0,10.0,24000.0,216000.0
226,HDIP000125,SKU-THE-1053,1,675000.0,0.0,0.0,675000.0
227,HDIP000125,SKU-TEE-1016,1,220000.0,5.0,11000.0,209000.0
228,HDIP000126,SKU-BAD-1090,1,475000.0,0.0,0.0,475000.0
229,HDIP000126,SKU-NOW-1078,1,415000.0,15.0,62000.0,353000.0
230,HDIP000126,SKU-DIR-1006,1,416000.0,0.0,0.0,416000.0
231,HDIP000127,SKU-BAD-1023,1,751000.0,5.0,38000.0,713000.0
232,HDIP000128,SKU-DIR-1014,2,715000.0,0.0,0.0,1430000.0
233,HDIP000129,SKU-NOW-1052,1,425000.0,15.0,64000.0,361000.0
234,HDIP000130,SKU-TEE-1010,2,240000.0,5.0,24000.0,456000.0
235,HDIP000130,SKU-TEE-1003,2,244000.0,0.0,0.0,488000.0
236,HDIP000130,SKU-NOW-1009,2,277000.0,0.0,0.0,554000.0
237,HDIP000130,SKU-NOW-1026,1,240000.0,5.0,12000.0,228000.0
238,HDIP000131,SKU-TEE-1051,1,201000.0,5.0,10000.0,191000.0
239,HDIP000131,SKU-BAD-1064,1,515000.0,0.0,0.0,515000.0
240,HDIP000131,SKU-DIR-1004,2,419000.0,0.0,0.0,838000.0
241,HDIP000132,SKU-COO-1079,1,368000.0,5.0,18000.0,350000.0
242,HDIP000132,SKU-TEE-1032,1,278000.0,10.0,28000.0,250000.0
243,HDIP000133,SKU-NOW-1026,1,240000.0,10.0,24000.0,216000.0
244,HDIP000134,SKU-SWE-1101,1,757000.0,0.0,0.0,757000.0
245,HDIP000134,SKU-TSU-1092,2,708000.0,10.0,142000.0,1274000.0
246,HDIP000134,SKU-SWE-1046,1,566000.0,0.0,0.0,566000.0
247,HDIP000134,SKU-TEE-1062,1,326000.0,0.0,0.0,326000.0
248,HDIP000134,SKU-SWE-1070,1,718000.0,0.0,0.0,718000.0
249,HDIP000135,SKU-TSU-1030,1,306000.0,0.0,0.0,306000.0
250,HDIP000135,SKU-COO-1021,1,112000.0,15.0,17000.0,95000.0
251,HDIP000135,SKU-THE-1013,1,387000.0,0.0,0.0,387000.0
252,HDIP000136,SKU-COO-1041,2,371000.0,15.0,111000.0,631000.0
253,HDIP000137,SKU-NOW-1073,3,216000.0,5.0,32000.0,616000.0
254,HDIP000137,SKU-SWE-1019,1,423000.0,0.0,0.0,423000.0
255,HDIP000137,SKU-NOW-1025,1,438000.0,0.0,0.0,438000.0
256,HDIP000137,SKU-DIR-1108,1,400000.0,10.0,40000.0,360000.0
257,HDIP000138,SKU-COO-1079,1,368000.0,0.0,0.0,368000.0
258,HDIP000139,SKU-THE-1076,1,352000.0,0.0,0.0,352000.0
259,HDIP000140,SKU-NOW-1085,1,210000.0,0.0,0.0,210000.0
260,HDIP000141,SKU-COO-1056,1,275000.0,5.0,14000.0,261000.0
261,HDIP000141,SKU-DKM-1102,1,454000.0,0.0,0.0,454000.0
262,HDIP000142,SKU-THE-1076,2,352000.0,5.0,35000.0,669000.0
263,HDIP000143,SKU-BAD-1001,2,447000.0,10.0,89000.0,805000.0
264,HDIP000144,SKU-THE-1118,3,434000.0,0.0,0.0,1302000.0
265,HDIP000144,SKU-DIR-1104,1,605000.0,0.0,0.0,605000.0
266,HDIP000145,SKU-COO-1041,1,371000.0,0.0,0.0,371000.0
267,HDIP000146,SKU-TEE-1027,1,339000.0,0.0,0.0,339000.0
268,HDIP000147,SKU-BAD-1057,1,664000.0,0.0,0.0,664000.0
269,HDIP000148,SKU-THE-1013,1,387000.0,10.0,39000.0,348000.0
270,HDIP000148,SKU-TEE-1107,1,179000.0,15.0,27000.0,152000.0
271,HDIP000149,SKU-COO-1041,1,371000.0,0.0,0.0,371000.0
272,HDIP000150,SKU-TSU-1071,3,610000.0,0.0,0.0,1830000.0
273,HDIP000150,SKU-TEE-1115,1,227000.0,10.0,23000.0,204000.0
274,HDIP000151,SKU-COO-1056,1,275000.0,0.0,0.0,275000.0
275,HDIP000151,SKU-COO-1021,1,112000.0,0.0,0.0,112000.0
276,HDIP000152,SKU-TEE-1039,1,301000.0,5.0,15000.0,286000.0
277,HDIP000152,SKU-TEE-1031,1,290000.0,5.0,14000.0,276000.0
278,HDIP000153,SKU-DIR-1106,1,353000.0,10.0,35000.0,318000.0
279,HDIP000154,SKU-DKM-1038,3,228000.0,5.0,34000.0,650000.0
280,HDIP000155,SKU-NOW-1085,1,210000.0,10.0,21000.0,189000.0
281,HDIP000155,SKU-TSU-1034,1,385000.0,0.0,0.0,385000.0
282,HDIP000156,SKU-DIR-1060,1,655000.0,0.0,0.0,655000.0
283,HDIP000157,SKU-DKM-1045,2,524000.0,5.0,52000.0,996000.0
284,HDIP000158,SKU-DIR-1054,2,349000.0,5.0,35000.0,663000.0
285,HDIP000158,SKU-BAD-1069,1,415000.0,0.0,0.0,415000.0
286,HDIP000158,SKU-TEE-1088,1,274000.0,0.0,0.0,274000.0
287,HDIP000159,SKU-BAD-1097,1,438000.0,0.0,0.0,438000.0
288,HDIP000160,SKU-TEE-1088,1,274000.0,15.0,41000.0,233000.0
289,HDIP000161,SKU-TSU-1072,1,352000.0,0.0,0.0,352000.0
290,HDIP000162,SKU-TEE-1020,1,190000.0,10.0,19000.0,171000.0
291,HDIP000163,SKU-THE-1013,1,387000.0,10.0,39000.0,348000.0
292,HDIP000163,SKU-SWE-1101,2,757000.0,5.0,76000.0,1438000.0
293,HDIP000164,SKU-TEE-1036,1,296000.0,10.0,30000.0,266000.0
294,HDIP000165,SKU-DIR-1113,1,595000.0,0.0,0.0,595000.0
295,HDIP000166,SKU-BAD-1105,1,403000.0,0.0,0.0,403000.0
296,HDIP000167,SKU-TSU-1030,1,306000.0,0.0,0.0,306000.0
297,HDIP000167,SKU-BAD-1018,1,494000.0,5.0,25000.0,469000.0
298,HDIP000167,SKU-TEE-1039,1,301000.0,0.0,0.0,301000.0
299,HDIP000167,SKU-TSU-1096,1,405000.0,0.0,0.0,405000.0
300,HDIP000167,SKU-BAD-1057,2,664000.0,5.0,66000.0,1262000.0
301,HDIP000168,SKU-COO-1021,1,112000.0,10.0,11000.0,101000.0
302,HDIP000168,SKU-NOW-1009,1,277000.0,10.0,28000.0,249000.0
303,HDIP000169,SKU-TEE-1032,1,278000.0,0.0,0.0,278000.0
304,HDIP000169,SKU-TEE-1005,1,133000.0,0.0,0.0,133000.0
305,HDIP000169,SKU-TEE-1059,1,177000.0,5.0,9000.0,168000.0
306,HDIP000170,SKU-THE-1063,1,472000.0,0.0,0.0,472000.0
307,HDIP000171,SKU-TEE-1115,1,227000.0,15.0,34000.0,193000.0
308,HDIP000172,SKU-BAD-1074,1,487000.0,0.0,0.0,487000.0
309,HDIP000173,SKU-THE-1053,1,675000.0,15.0,101000.0,574000.0
310,HDIP000174,SKU-SWE-1002,1,401000.0,0.0,0.0,401000.0
311,HDIP000174,SKU-THE-1029,1,475000.0,15.0,71000.0,404000.0
312,HDIP000175,SKU-DIR-1028,1,536000.0,10.0,54000.0,482000.0
313,HDIP000175,SKU-DIR-1060,2,655000.0,5.0,66000.0,1244000.0
314,HDIP000176,SKU-SWE-1077,1,418000.0,15.0,63000.0,355000.0
315,HDIP000176,SKU-NOW-1078,1,415000.0,0.0,0.0,415000.0
316,HDIP000177,SKU-TSU-1092,3,708000.0,15.0,319000.0,1805000.0
317,HDIP000178,SKU-DIR-1104,2,605000.0,5.0,60000.0,1150000.0
318,HDIP000178,SKU-TSU-1110,1,633000.0,15.0,95000.0,538000.0
319,HDIP000178,SKU-SWE-1103,1,683000.0,0.0,0.0,683000.0
320,HDIP000179,SKU-DIR-1095,1,388000.0,15.0,58000.0,330000.0
321,HDIP000180,SKU-DIR-1082,1,382000.0,15.0,57000.0,325000.0
322,HDIP000180,SKU-SWE-1101,1,757000.0,0.0,0.0,757000.0
323,HDIP000181,SKU-DKM-1061,1,205000.0,0.0,0.0,205000.0
324,HDIP000182,SKU-THE-1029,1,475000.0,0.0,0.0,475000.0
325,HDIP000182,SKU-SWE-1046,1,566000.0,0.0,0.0,566000.0
326,HDIP000183,SKU-DKM-1061,1,205000.0,10.0,20000.0,185000.0
327,HDIP000183,SKU-DIR-1007,2,631000.0,0.0,0.0,1262000.0
328,HDIP000183,SKU-BAD-1111,1,611000.0,0.0,0.0,611000.0
329,HDIP000184,SKU-THE-1053,2,675000.0,0.0,0.0,1350000.0
330,HDIP000184,SKU-DIR-1007,1,631000.0,0.0,0.0,631000.0
331,HDIP000185,SKU-TSU-1092,1,708000.0,0.0,0.0,708000.0
332,HDIP000186,SKU-BAD-1001,1,447000.0,0.0,0.0,447000.0
333,HDIP000186,SKU-BAD-1058,1,430000.0,0.0,0.0,430000.0
334,HDIP000187,SKU-DIR-1082,1,382000.0,5.0,19000.0,363000.0
335,HDIP000187,SKU-BAD-1055,1,472000.0,0.0,0.0,472000.0
336,HDIP000188,SKU-BAD-1097,1,438000.0,15.0,66000.0,372000.0
337,HDIP000188,SKU-TEE-1107,1,179000.0,15.0,27000.0,152000.0
338,HDIP000188,SKU-THE-1068,1,496000.0,15.0,74000.0,422000.0
339,HDIP000189,SKU-TEE-1040,1,172000.0,0.0,0.0,172000.0
340,HDIP000189,SKU-TEE-1022,1,252000.0,0.0,0.0,252000.0
341,HDIP000190,SKU-TEE-1088,3,274000.0,0.0,0.0,822000.0
342,HDIP000191,SKU-THE-1118,1,434000.0,15.0,65000.0,369000.0
343,HDIP000191,SKU-DIR-1104,3,605000.0,0.0,0.0,1815000.0
344,HDIP000191,SKU-NOW-1052,1,425000.0,10.0,42000.0,383000.0
